id,name,description,price,stock,image,category
298,"IFLASH Rectangle Sunglasses for Women Retro Fashion Sunglasses UV 400 Protection Square Frame Eyewear","Elegant Clothing for women. IFLASH Rectangle Sunglasses for Women Retro Fashion Sunglasses UV 400 Protection Square Frame Eyewear",249,16,https://m.media-amazon.com/images/I/51dOu+j2-yL._AC_UL320_.jpg,Clothing
299,"SIDEWOK Women's Vegan Leather Belt (Pack of 2)","Elegant Clothing for women. SIDEWOK Women's Vegan Leather Belt (Pack of 2)",269,39,https://m.media-amazon.com/images/I/51IbWwSp4eL._AC_UL320_.jpg,Clothing
300,"FIORRA Women's Maroon Poly Crepe A-line Kurta with Pant and Dupatta","Elegant Clothing for women. FIORRA Women's Maroon Poly Crepe A-line Kurta with Pant and Dupatta",810,28,https://m.media-amazon.com/images/I/81271aov+AL._AC_UL320_.jpg,Clothing
301,"Adidas Unisex Ankle Length Standard Cotton Socks (Pack of 3) Assorted","Elegant Clothing for women. Adidas Unisex Ankle Length Standard Cotton Socks (Pack of 3) Assorted",280,47,https://m.media-amazon.com/images/I/51Vti5wgA3L._AC_UL320_.jpg,Clothing
302,"KOPNHAGN Women's Ankle Length Cotton Socks (Pack Of 5) (KP-WBX-50_Multicolour)","Elegant Clothing for women. KOPNHAGN Women's Ankle Length Cotton Socks (Pack Of 5) (KP-WBX-50_Multicolour)",299,12,https://m.media-amazon.com/images/I/91cEbFX8uML._AC_UL320_.jpg,Clothing
304,"GoSriKi Women's Cotton Blend Embroidered Straight Kurta with Pant & Dupatta (MYSURU-GS)","Elegant Clothing for women. GoSriKi Women's Cotton Blend Embroidered Straight Kurta with Pant & Dupatta (MYSURU-GS)",732,46,https://m.media-amazon.com/images/I/61CSwtvIKsL._AC_UL320_.jpg,Clothing
305,"Fashnex Waist Belt Made of Neoprene for Women & Men for Tummy Exercise.","Elegant Clothing for women. Fashnex Waist Belt Made of Neoprene for Women & Men for Tummy Exercise.",959.04,13,https://m.media-amazon.com/images/I/61UkXKsUs8S._AC_UL320_.jpg,Clothing
306,"GoSriKi Women Saree","Elegant Clothing for women. GoSriKi Women Saree",289,18,https://m.media-amazon.com/images/I/61Ndm5mnP4L._AC_UL320_.jpg,Clothing
307,"PURSUE FASHION Premium Cotton Ankle Socks for Men and Women - Free Size, Solid Unisex Ankle Length Socks, Pack of 5 (Multi...","Elegant Clothing for women. PURSUE FASHION Premium Cotton Ankle Socks for Men and Women - Free Size, Solid Unisex Ankle Length Socks, Pack of 5 (Multi...",289,12,https://m.media-amazon.com/images/I/71gqkgPxczL._AC_UL320_.jpg,Clothing
308,"ANNI DESIGNER Women's Cotton Blend Printed Straight Kurta with Pant (KIDYA)","Elegant Clothing for women. ANNI DESIGNER Women's Cotton Blend Printed Straight Kurta with Pant (KIDYA)",499,27,https://m.media-amazon.com/images/I/617RNsoETPL._AC_UL320_.jpg,Clothing
309,"Vaamsi Women's Cotton Blend Printed Kurta Pant Dupatta Set (VKSKD1171_Green)","Elegant Clothing for women. Vaamsi Women's Cotton Blend Printed Kurta Pant Dupatta Set (VKSKD1171_Green)",679,14,https://m.media-amazon.com/images/I/71ntNcW3OhL._AC_UL320_.jpg,Clothing
310,"Supersox Women's Ankle Length Cotton Socks (Pack of 3) (WCCD-NCY-3S-2_Multicolored)","Elegant Clothing for women. Supersox Women's Ankle Length Cotton Socks (Pack of 3) (WCCD-NCY-3S-2_Multicolored)",261,45,https://m.media-amazon.com/images/I/81hnS3Ye7jL._AC_UL320_.jpg,Clothing
311,"Rangnavi Women Rayon Anarkali Embroidered Printed Kurta Pant and Dupatta Set","Elegant Clothing for women. Rangnavi Women Rayon Anarkali Embroidered Printed Kurta Pant and Dupatta Set",845,47,https://m.media-amazon.com/images/I/41HnNEzSeCL._AC_UL320_.jpg,Clothing
312,"Electomania Women's Silk Underskirt (SH02399_White_Free Size)","Elegant Clothing for women. Electomania Women's Silk Underskirt (SH02399_White_Free Size)",1099,27,https://m.media-amazon.com/images/I/41rS-qOPTwL._AC_UL320_.jpg,Clothing
313,"Fabme Women's Metal Adjustable Belt for Saree, Western Dress, Traditional Dress, Party Designer wear (Plain, 2 cm wide)","Elegant Clothing for women. Fabme Women's Metal Adjustable Belt for Saree, Western Dress, Traditional Dress, Party Designer wear (Plain, 2 cm wide)",129,50,https://m.media-amazon.com/images/I/319Kg3gkUdL._AC_UL320_.jpg,Clothing
314,"Jockey Womens Solid Shorts","Elegant Clothing for women. Jockey Womens Solid Shorts",309,49,https://m.media-amazon.com/images/I/71P4l4Qyo4L._AC_UL320_.jpg,Clothing
315,"ANNI DESIGNER Women's Cotton Blend Printed Straight Kurta with Palazzo (Pimpli)","Elegant Clothing for women. ANNI DESIGNER Women's Cotton Blend Printed Straight Kurta with Palazzo (Pimpli)",479,18,https://m.media-amazon.com/images/I/71AQkGYCpdL._AC_UL320_.jpg,Clothing
316,"SGF11 Women's Kanjivaram Soft Silk Saree With Blouse Piece","Elegant Clothing for women. SGF11 Women's Kanjivaram Soft Silk Saree With Blouse Piece",949,33,https://m.media-amazon.com/images/I/712r6exQc+L._AC_UL320_.jpg,Clothing
317,"GoSriKi Women's Georgette Blend Printed Saree With Blouse Piece (MAHA-BLUE-GS_Blue_Free Size)","Elegant Clothing for women. GoSriKi Women's Georgette Blend Printed Saree With Blouse Piece (MAHA-BLUE-GS_Blue_Free Size)",289,33,https://m.media-amazon.com/images/I/71qJXk3uRcL._AC_UL320_.jpg,Clothing
318,"Sun Fashion And Lifestyle Women's Cotton Print Unstitched Salwar Suit Material, 2 Mtr Printed Cotton Salwar, Stylish Chiff...","Elegant Clothing for women. Sun Fashion And Lifestyle Women's Cotton Print Unstitched Salwar Suit Material, 2 Mtr Printed Cotton Salwar, Stylish Chiff...",499,27,https://m.media-amazon.com/images/I/81rJY++w1XL._AC_UL320_.jpg,Clothing
319,"GoSriKi Women's Cotton Blend Printed Kurta and Pant with Dupatta Set (KALEPING-Pista-Nw-GS)","Elegant Clothing for women. GoSriKi Women's Cotton Blend Printed Kurta and Pant with Dupatta Set (KALEPING-Pista-Nw-GS)",618,41,https://m.media-amazon.com/images/I/61rbZSNUjyL._AC_UL320_.jpg,Clothing
320,"Creature Black & Green Sunglasses Combo For Men & Women with UV Protection (Lens-Black & Green||Frame-Black||SUN-001-003)...","Elegant Clothing for women. Creature Black & Green Sunglasses Combo For Men & Women with UV Protection (Lens-Black & Green||Frame-Black||SUN-001-003)...",399,43,https://m.media-amazon.com/images/I/71CxtNKeTlL._AC_UL320_.jpg,Clothing
321,"SKULLFIT Sports Headbands for Men (Black) - Lightweight Moisture Wicking Workout Sweatbands for Running, Gym, Yoga, Cyclin...","Elegant Clothing for women. SKULLFIT Sports Headbands for Men (Black) - Lightweight Moisture Wicking Workout Sweatbands for Running, Gym, Yoga, Cyclin...",298,21,https://m.media-amazon.com/images/I/61-n+ddVIHL._AC_UL320_.jpg,Clothing
322,"ANNI DESIGNER Women's Cotton Blend Printed Straight Kurta with Pant & Dupatta (Rapat)","Elegant Clothing for women. ANNI DESIGNER Women's Cotton Blend Printed Straight Kurta with Pant & Dupatta (Rapat)",478,19,https://m.media-amazon.com/images/I/71hEBPvmGOL._AC_UL320_.jpg,Clothing
323,"ELEGANTE Jewel-Detail Frames Square Oversized Sunglasses for Women","Elegant Clothing for women. ELEGANTE Jewel-Detail Frames Square Oversized Sunglasses for Women",431,35,https://m.media-amazon.com/images/I/61I6N9tMd2S._AC_UL320_.jpg,Clothing
324,"Jalther Handicrafts Women's Ikat Hand Block Print Jaipuri Cotton Mulmul Saree with Blouse Piece","Elegant Clothing for women. Jalther Handicrafts Women's Ikat Hand Block Print Jaipuri Cotton Mulmul Saree with Blouse Piece",789,18,https://m.media-amazon.com/images/I/81f0ZQp1TaL._AC_UL320_.jpg,Clothing
325,"SIGHTBOMB WRAP Around Extended Sleeves Ribbed Tops for Women (Free Size)","Elegant Clothing for women. SIGHTBOMB WRAP Around Extended Sleeves Ribbed Tops for Women (Free Size)",388,46,https://m.media-amazon.com/images/I/61WHrBI-ZVL._AC_UL320_.jpg,Clothing
326,"GoSriKi Women's Woven Georgette Saree (BND-Multi GO_Multicolour)","Elegant Clothing for women. GoSriKi Women's Woven Georgette Saree (BND-Multi GO_Multicolour)",299,35,https://m.media-amazon.com/images/I/51ht5m2xeiL._AC_UL320_.jpg,Clothing
327,"Ishin Poly Georgette Black Printed Women's Saree/Sari With Lace","Elegant Clothing for women. Ishin Poly Georgette Black Printed Women's Saree/Sari With Lace",2721,43,https://m.media-amazon.com/images/I/716vFfyRe3L._AC_UL320_.jpg,Clothing
328,"Bee M Pee Designer Womens sarees for women","Elegant Clothing for women. Bee M Pee Designer Womens sarees for women",328,38,https://m.media-amazon.com/images/I/91kd-LxBQ3L._AC_UL320_.jpg,Clothing
329,"GoSriKi Women's Rayon Straight Printed Kurta with Pant & Dupatta (Bulgeriya-GO)","Elegant Clothing for women. GoSriKi Women's Rayon Straight Printed Kurta with Pant & Dupatta (Bulgeriya-GO)",679,29,https://m.media-amazon.com/images/I/61Kp-+0GrHL._AC_UL320_.jpg,Clothing
330,"Skudgear Best Lightweight Headband Workout Sweatbands for Men & Women (Black, One Size, 1pc) | Gym Equipment | Running, Yo...","Elegant Clothing for women. Skudgear Best Lightweight Headband Workout Sweatbands for Men & Women (Black, One Size, 1pc) | Gym Equipment | Running, Yo...",225,46,https://m.media-amazon.com/images/I/51EU2h563mL._AC_UL320_.jpg,Clothing
331,"Redmi 10 Power (Power Black, 8GB RAM, 128GB Storage)","Premium Electronics product. Redmi 10 Power (Power Black, 8GB RAM, 128GB Storage)",10999,42,https://m.media-amazon.com/images/I/81eM15lVcJL._AC_UL320_.jpg,Electronics
332,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)","Premium Electronics product. OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",18999,65,https://m.media-amazon.com/images/I/71AvQd3VzqL._AC_UL320_.jpg,Electronics
333,"OnePlus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass - 12.4 Mm Drivers, 10 Mins Charge - 20 Hrs...","Premium Electronics product. OnePlus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass - 12.4 Mm Drivers, 10 Mins Charge - 20 Hrs...",1999,26,https://m.media-amazon.com/images/I/51UhwaQXCpL._AC_UL320_.jpg,Electronics
334,"Samsung Galaxy M33 5G (Mystique Green, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus | Travel Adapte...","Premium Electronics product. Samsung Galaxy M33 5G (Mystique Green, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus | Travel Adapte...",15999,35,https://m.media-amazon.com/images/I/81I3w4J6yjL._AC_UL320_.jpg,Electronics
335,"OnePlus Nord CE 2 Lite 5G (Black Dusk, 6GB RAM, 128GB Storage)","Premium Electronics product. OnePlus Nord CE 2 Lite 5G (Black Dusk, 6GB RAM, 128GB Storage)",18999,53,https://m.media-amazon.com/images/I/71V--WZVUIL._AC_UL320_.jpg,Electronics
336,"Redmi 10 Power (Sporty Orange, 8GB RAM, 128GB Storage)","Premium Electronics product. Redmi 10 Power (Sporty Orange, 8GB RAM, 128GB Storage)",10999,16,https://m.media-amazon.com/images/I/81OZGH4fZiL._AC_UL320_.jpg,Electronics
337,"boAt Airdopes 141 Bluetooth Truly Wireless in Ear Earbuds with mic, 42H Playtime, Beast Mode(Low Latency Upto 80ms) for Ga...","Premium Electronics product. boAt Airdopes 141 Bluetooth Truly Wireless in Ear Earbuds with mic, 42H Playtime, Beast Mode(Low Latency Upto 80ms) for Ga...",1299,60,https://m.media-amazon.com/images/I/51HBom8xz7L._AC_UL320_.jpg,Electronics
338,"Apple 20W USB-C Power Adapter (for iPhone, iPad & AirPods)","Premium Electronics product. Apple 20W USB-C Power Adapter (for iPhone, iPad & AirPods)",1589,48,https://m.media-amazon.com/images/I/61vtLhO6fDL._AC_UL320_.jpg,Electronics
339,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Ratin...","Premium Electronics product. Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Ratin...",1799,47,https://m.media-amazon.com/images/I/61S9aVnRZDL._AC_UL320_.jpg,Electronics
340,"Samsung Galaxy M33 5G (Emerald Brown, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus | Travel Adapter...","Premium Electronics product. Samsung Galaxy M33 5G (Emerald Brown, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus | Travel Adapter...",15999,76,https://m.media-amazon.com/images/I/81lnKynSaqL._AC_UL320_.jpg,Electronics
341,"realme narzo 50A Prime (Flash Black, 4GB RAM+64GB Storage) Full High Definition+ Display |50MP AI Triple Camera| Charger I...","Premium Electronics product. realme narzo 50A Prime (Flash Black, 4GB RAM+64GB Storage) Full High Definition+ Display |50MP AI Triple Camera| Charger I...",9749,66,https://m.media-amazon.com/images/I/81IPrkMDqVL._AC_UL320_.jpg,Electronics
342,"Redmi A1 (Light Blue, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Andro...","Premium Electronics product. Redmi A1 (Light Blue, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Andro...",5899,30,https://m.media-amazon.com/images/I/81UT07JsBqL._AC_UL320_.jpg,Electronics
343,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 8GB RAM, 128GB Storage)","Premium Electronics product. OnePlus Nord CE 2 Lite 5G (Blue Tide, 8GB RAM, 128GB Storage)",20999,68,https://m.media-amazon.com/images/I/71AvQd3VzqL._AC_UL320_.jpg,Electronics
344,"boAt Airdopes Atom 81 True Wireless in Ear Earbuds with Upto 50H Playtime, Quad Mics ENx Tech, 13MM Drivers, Beast Mode(50...","Premium Electronics product. boAt Airdopes Atom 81 True Wireless in Ear Earbuds with Upto 50H Playtime, Quad Mics ENx Tech, 13MM Drivers, Beast Mode(50...",1299,40,https://m.media-amazon.com/images/I/51NKpc-CnBL._AC_UL320_.jpg,Electronics
345,"boAt Airdopes 141 Bluetooth Truly Wireless in Ear Earbuds with 42H Playtime, Beast Mode(Low Latency Upto 80ms) for Gaming,...","Premium Electronics product. boAt Airdopes 141 Bluetooth Truly Wireless in Ear Earbuds with 42H Playtime, Beast Mode(Low Latency Upto 80ms) for Gaming,...",1299,86,https://m.media-amazon.com/images/I/51tFAbNRaPL._AC_UL320_.jpg,Electronics
346,"boAt BassHeads 100 in-Ear Wired Headphones with Mic (Black)","Premium Electronics product. boAt BassHeads 100 in-Ear Wired Headphones with Mic (Black)",399,52,https://m.media-amazon.com/images/I/719elVA3FvL._AC_UL320_.jpg,Electronics
347,"boAt Rockerz 330 Bluetooth Wireless in Ear Earphones with mic, Upto 30 Hours Playtime, ASAP Charge, Signature Sound, Dual ...","Premium Electronics product. boAt Rockerz 330 Bluetooth Wireless in Ear Earphones with mic, Upto 30 Hours Playtime, ASAP Charge, Signature Sound, Dual ...",1099,70,https://m.media-amazon.com/images/I/514sHd2+YyS._AC_UL320_.jpg,Electronics
348,"Lapster 5-in-1 Multi-Function Laptop Cleaning Brush/Keyboard Cleaning kit/Gadget Cleaning kit Gap Duster Key-Cap Puller fo...","Premium Electronics product. Lapster 5-in-1 Multi-Function Laptop Cleaning Brush/Keyboard Cleaning kit/Gadget Cleaning kit Gap Duster Key-Cap Puller fo...",97,95,https://m.media-amazon.com/images/I/51+UotA4ExL._AC_UL320_.jpg,Electronics
349,"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69 HD Display with 550 NITS & 70%...","Premium Electronics product. boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69 HD Display with 550 NITS & 70%...",1999,99,https://m.media-amazon.com/images/I/614AipEWSIL._AC_UL320_.jpg,Electronics
350,"OnePlus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass - 12.4 Mm Drivers, 10 Mins Charge - 20 Hrs...","Premium Electronics product. OnePlus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass - 12.4 Mm Drivers, 10 Mins Charge - 20 Hrs...",1999,25,https://m.media-amazon.com/images/I/51RP1QMh-mL._AC_UL320_.jpg,Electronics
351,"boAt Airdopes 121v2 in-Ear True Wireless Earbuds with Upto 14 Hours Playback, 8MM Drivers, Battery Indicators, Lightweight...","Premium Electronics product. boAt Airdopes 121v2 in-Ear True Wireless Earbuds with Upto 14 Hours Playback, 8MM Drivers, Battery Indicators, Lightweight...",1099,43,https://m.media-amazon.com/images/I/510+wjzq-vL._AC_UL320_.jpg,Electronics
352,"Redmi A1 (Black, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12","Premium Electronics product. Redmi A1 (Black, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",5899,89,https://m.media-amazon.com/images/I/81BxHYjeA2L._AC_UL320_.jpg,Electronics
353,"Redmi 10A (Charcoal Black, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finger Print Sensor | U...","Premium Electronics product. Redmi 10A (Charcoal Black, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finger Print Sensor | U...",8599,70,https://m.media-amazon.com/images/I/71293gyogZL._AC_UL320_.jpg,Electronics
